Taxy-Pro2	0.676223899543	0.677575242736	0.850549435132	0.683684357278	0.683270725775	1.17635374272	0.875308655585	0.686923612427
Taxy-Pro1	0.66822034468	0.668439180303	0.807672095287	0.674095337546	0.676863189886	1.15596389713	0.849115584471	0.678400981136
Quickr	0.84822914232	0.826257005422	0.926281867679	0.835416674434	0.837883019576	1.02906788275	0.969344083893	0.868074754313
CLARK	0.709994245921	0.700650969395	0.947463135789	0.727583740205	0.685241625723	1.25462331579	0.942558418352	0.727817071205
metalign_default	0.491933285046	0.488305376626	0.60872621637	0.490451304537	0.492793202939	0.724685316764	0.678162064596	0.505329606629
metalign_sensitve	0.595848922709	0.584328220802	0.67316738442	0.597114287926	0.578911777747	0.744470482872	0.71818490761	0.59895888766
FOCUS	0.624824362379	0.621755192451	0.862866403266	0.634381503369	0.637781377303	1.11181483298	0.839851939331	0.658485125746
CommonKmers	0.731892970064	0.748619510783	0.8908146077	0.775736940543	0.770909541333	1.31711655261	0.813266808063	0.764138867085
mOTU	0.886908576288	0.895416096898	1.10926891441	0.914057368237	0.883822545412	1.4831116558	0.920910809898	0.873853405786
Metaphlan2	1.04333789619	1.01995916771	1.04824545333	1.05804158702	0.99649350917	1.39308034581	0.907392381606	1.03462972794
TIPP	0.636491463877	0.6428532971	0.71416308654	0.657972839853	0.636746502081	1.11213267212	0.736067183009	0.660127584716
Metaphyler	0.555864438402	0.56482291508	0.660162047614	0.567274342916	0.558541994022	0.986679207221	0.703824465561	0.57315690619
metalign_precise	0.506983845896	0.501345185678	0.61055572194	0.504823930207	0.502681692795	0.71735479764	0.680493277571	0.521295005619
