Taxy-Pro2	0.457984839269	0.451113799217	0.34868451641	0.484833913252	0.437426182115	0.219485518247	0.356812176593	0.46329351276
Taxy-Pro1	0.484545676577	0.512730895483	0.396032027344	0.517056795162	0.498876851247	0.23776907425	0.41419165245	0.516745339829
Quickr	0.463219922283	0.461658649822	0.340076828304	0.471690669773	0.457033203217	0.227374581411	0.337941624273	0.459768490902
CLARK	0.393907224119	0.393569335902	0.330511928944	0.393165935185	0.374859072405	0.23371773926	0.332526037775	0.393723628039
metalign_default	0.740993290657	0.752916310039	0.81900076001	0.743126400035	0.716041534777	0.777254642504	0.747867649558	0.721342404078
metalign_sensitve	0.502559726404	0.527744758988	0.446393079845	0.482100315822	0.500917870022	0.577659767086	0.470883125253	0.495668868203
FOCUS	0.537410794859	0.554463050052	0.467776396915	0.552548009335	0.539993608915	0.351826909273	0.474724725367	0.55641056938
CommonKmers	0.548125229914	0.584173779696	0.646280110586	0.541187390178	0.552997583699	0.494804660163	0.57645413338	0.57253640104
mOTU	0.618131780911	0.605949588177	0.639018729396	0.616815903395	0.554294407541	0.498570976961	0.625139731022	0.604781340044
Metaphlan2	0.625983956768	0.632612213908	0.756046019442	0.63959812563	0.629771893154	0.571023079639	0.717130323786	0.638341789476
TIPP	0.554430237608	0.557299312526	0.401937961885	0.559276346703	0.549256290148	0.250392161432	0.423960620953	0.552927812884
Metaphyler	0.517631202318	0.513269886224	0.396604768532	0.512757639113	0.514456330304	0.244126628552	0.392866336017	0.508718614849
metalign_precise	0.69642543553	0.677189387734	0.809789361257	0.691764186718	0.660018728475	0.796881301928	0.656445377991	0.649902852405
